size,duration,throughput
1,0.000000022818441507463544,43824202.440509185
2,0.00000002375667285762602,84186872.96769291
3,0.000000031829628912625195,94251805.70704211
4,0.00000003235301203525725,123636092.85098188
5,0.00000003792089716656946,131853420.50419447
6,0.00000003800167636465138,157887771.64528236
8,0.00000004595571483714534,174080634.54893136
10,0.000000053635501512494976,186443674.7677355
12,0.00000006425105357234944,186767365.4018371
15,0.00000007033545657491692,213263704.1180353
16,0.00000004713129749167291,339477180.8017137
20,0.00000008867407734050373,225545058.9375863
24,0.00000008825566339537854,271937222.7987439
30,0.00000013345238820829207,224799274.12895823
32,0.00000008662955497419144,369388945.94960576
40,0.0000001670460895028773,239454872.11965543
48,0.00000016191058623146145,296459923.45047134
60,0.0000001994511854082729,300825487.0843766
64,0.00000009534118042101772,671273417.3982532
80,0.0000002451703679513581,326303707.3708354
96,0.00000022964305649198107,418040072.5651909
120,0.0000003432052462763404,349645004.85339016
128,0.00000021327797897116746,600155724.5499969
160,0.00000045825822756849516,349148122.9894231
192,0.00000043191296216636887,444534007.585638
240,0.0000007531373021539385,318666993.80526084
256,0.00000021931816001403603,1167254002.0562656
320,0.0000006365962076384428,502673431.22745275
384,0.0000006057094056935284,633967371.7965888
480,0.0000009532490646206654,503541013.3772442
512,0.0000005644975129826084,907001338.7566053
640,0.0000012641617735085965,506264319.49743485
768,0.000001194770816965353,642801103.8557792
960,0.000002208005794701985,434781467.64989424
1024,0.000000576828952243627,1775222959.9729033
1280,0.0000019419901685436915,659117651.9497411
1536,0.0000017514883541155908,876968434.5264168
1920,0.0000029103785896391133,659707986.7324339
2048,0.000001751820034676007,1169069858.4679508
2560,0.000003942645368794324,649310237.299597
3072,0.0000036472374762946785,842281321.1277164
3840,0.000006989069001396644,549429401.7175454
4096,0.0000018444464669863513,2220720456.4155617
5120,0.000006213627529192545,823995319.3115422
6144,0.000006347856106598981,967885833.7089494
7680,0.000009748422834308,787819745.8743254
8192,0.000006499809892207797,1260344554.0493207
10240,0.000014380923037356319,712054433.043016
12288,0.000013673016751366122,898704376.9087945
15360,0.000023272350804651174,660010676.5720537
16384,0.000006365046272264637,2574058270.619719
20480,0.00002407841386538462,850554364.357125
24576,0.000026161490005208337,939396035.7421274
30720,0.000039246799765625,782738979.5716963
32768,0.000027775177674033144,1179758429.7951987
40960,0.00006044840409638552,677602669.7857716
49152,0.00006117542126829268,803459935.0683272
61440,0.00008438842293333333,728061952.8645235
65536,0.00011972819657142857,547373149.1554031
81920,0.00020324566164000004,403059033.7770714
98304,0.00020796873835999998,472686427.6583382
122880,0.0001784783246206896,688486964.7961469
131072,0.0003017869264117647,434319675.66799927
163840,0.0002829542847222223,579033465.2851876
196608,0.00031137549758823534,631417698.3186889
245760,0.0003590606397857143,684452632.1422154
262144,0.0007450327977142858,351855650.9246861
327680,0.0011267439186570492,290820296.05321264
393216,0.0013690722083219296,287213484.876714
491520,0.0009107960278333333,539659797.5611103
524288,0.0017963289353448277,291866366.835179
655360,0.0014863678353150983,440913739.13582355
786432,0.0020786948665835396,378329697.46663606
983040,0.0018902170086923732,520067270.3077907
1048576,0.0034228687152635046,306344206.3448457
1310720,0.005545544944567633,236355491.31812012
1572864,0.006671542483999988,235757173.66292992
1966080,0.0056687235605888935,346829401.5373991
2097152,0.008437209229342319,248559913.94721797
2621440,0.008693214671875017,301550128.3410258
3145728,0.012420749739454093,253263938.64999154
3932160,0.009003529827338125,436735377.72490895
4194304,0.01571774700940439,266851476.7091253
5242880,0.026519455640211628,197699382.33762935
6291456,0.0308389393803681,204010128.96069655
7864320,0.033207568913907276,236823117.6569639
8388608,0.03895979392248061,215314485.92082
10485760,0.04920046771568627,213123177.21436808
12582912,0.05967215972619048,210867380.328406
15728640,0.05166272769072167,304448500.9417103
16777216,0.0630710020625,266005223.49993223
20971520,0.11444214777272727,183249968.7234787
25165824,0.13226777189473687,190264216.59259373
31457280,0.15059597914705883,208885258.27958247
33554432,0.1615213548064516,207739911.79189727
41943040,0.22177800908695647,189121726.59803542
50331648,0.2837910970555555,177354570.04187477
62914560,0.27491105273684213,228854239.8483512
67108864,0.2591040396,259003541.9887757
83886080,0.4858835454545455,172646472.1531665
100663296,0.5513537290999999,182574798.51331982
125829120,0.7529808394285713,167107997.19085854
134217728,0.6562566092500001,204520192.41892302
167772160,1.0751129832,156050724.54863086
201326592,1.1880472169999998,169460093.09998664
251658240,1.26407174975,199085407.96815637
268435456,1.0798666668,248582037.2578612
335544320,2.0546643196666667,163308583.6884714
402653184,2.3195784723333333,173588946.78607666
503316480,3.119686417,161335600.03252083
536870912,2.747697542,195389377.39458078
671088640,4.518672604500001,148514552.55503228
805306368,4.9772897295,161796160.51422793
1006632960,6.575496833,153088501.98939788
1073741824,4.594217667000001,233715923.32523236
1342177280,8.728231125,153774259.73008934
1610612736,9.911726042,162495687.34801397
2013265920,13.053970583,154226325.79100856
2147483648,12.1243115,177122111.0576052
2684354560,18.83092275,142550346.3445518
3221225472,20.510114292,157055461.81458595
4026531840,26.803679916,150223098.19467852
