size,duration,throughput
1,0.000000024098941135953745,41495599.09535103
2,0.00000002481159774018377,80607465.14364482
3,0.000000026282735364454348,114143370.48256022
4,0.000000027935447422989264,143187253.79383868
5,0.00000002971582975260475,168260487.47845325
6,0.000000031512248410206215,190402154.80329594
8,0.00000002918526565491334,274110919.3451251
10,0.000000033434704171291264,299090428.5788928
12,0.00000003492166100937229,343626266.7110661
15,0.000000038139006056443745,393298136.2388097
16,0.00000003920938668925069,408065551.4151774
20,0.000000041369988408168364,483442243.26761156
24,0.00000004327223541731834,554628152.8685426
30,0.000000047035702106234524,637813377.0012022
32,0.00000007000913416409883,457083213.2417633
40,0.0000001315053662353371,304170096.97092885
48,0.00000013529646858426202,354776443.9254807
60,0.00000014918624737438887,402181843.54103094
64,0.00000007642832145639808,837385916.3780227
80,0.00000019935092795630472,401302370.7496111
96,0.00000020503988058723071,468201599.24526703
120,0.0000002882396897446244,416320181.6735163
128,0.00000019516068544105917,655869801.3932602
160,0.00000040709193210127586,393031616.16132295
192,0.0000004057830666287902,473159221.7366757
240,0.0000006911867807575338,347228862.99556017
256,0.00000020034252700537838,1277811575.1386497
320,0.0000006204652449435365,515742021.98725986
384,0.0000005864891323011988,654743590.0360248
480,0.0000009295210029739794,516395001.79581946
512,0.0000005416360431109176,945284211.6253909
640,0.0000012301278341943388,520271131.3488506
768,0.0000011559424121590367,664392959.3045653
960,0.000002164156015144958,443590939.5079809
1024,0.0000005405991071467202,1894194767.3659093
1280,0.000001900347395516717,673561056.7940183
1536,0.0000017263527059026574,889737070.9636489
1920,0.00000286020634362493,671280239.7209762
2048,0.0000017072919470809178,1199560510.726719
2560,0.000003845687287471177,665680750.5748572
3072,0.000003508320593267888,875632633.4300396
3840,0.000006659392973368835,576629133.5195724
4096,0.000001623269267121069,2523302869.686195
5120,0.00000591048107919621,866257743.049283
6144,0.0000059561151702380995,1031544861.7751274
7680,0.000009204115790441178,834409320.2278018
8192,0.000005863870698710434,1397029440.2640157
10240,0.00001343531546380697,762170417.7758428
12288,0.000012818959391304356,958580148.739333
15360,0.00002218280030088496,692428358.5326793
16384,0.000005213404114583334,3142668329.541042
20480,0.000022649526239819037,904213173.5186187
24576,0.000024572709357843127,1000133914.5028313
30720,0.00003729223667407409,823763944.9863523
32768,0.000025302340297979797,1295058070.2851539
40960,0.00005754656751724138,711771383.8923248
49152,0.000056764402123595524,865894789.0084226
61440,0.00007995032542857142,768477172.1772568
65536,0.000021297141144680863,3077220531.844395
81920,0.00009910363329411764,826609451.9146395
98304,0.00010952554982608694,897543999.149921
122880,0.0001590926456875,772380140.3200548
131072,0.00010968130069565217,1195025944.8846576
163840,0.00025844547915000006,633944151.5434996
196608,0.00026255267095,748832602.9539484
245760,0.0003487556944666667,704676665.9274985
262144,0.00009565779011320755,2740435459.4619217
327680,0.0004742245793636364,690980632.9307412
393216,0.0005223749708,752746632.1707617
491520,0.000733671982,669945169.0387708
524288,0.0005129683083999999,1022067038.8689456
655360,0.0011937155290045315,549008523.4515804
786432,0.0011731504421768713,670359036.4256393
983040,0.0015280520922700865,643328853.1018519
1048576,0.0005372542875000001,1951731283.2985067
1310720,0.002376665575095059,551495344.4586227
1572864,0.002538321017766501,619647392.5051378
1966080,0.003418623946001371,575108590.7824538
2097152,0.0028189876803833155,743937979.7909713
2621440,0.005665343466591157,462715105.52868974
3145728,0.0054984597857142825,572110758.7570273
3932160,0.007059225194640326,557024303.8833027
4194304,0.0015129830866434952,2772208121.1792855
5242880,0.01043704616875,502333698.17774
6291456,0.011970042990453466,525600117.3109954
7864320,0.016722420428093628,470285987.2359123
8388608,0.01176712087529412,712885342.8889695
10485760,0.027735337276243076,378064989.6398289
12582912,0.02867213668571428,438855050.73883665
15728640,0.03372078017449665,466437606.68075293
16777216,0.004894595801369854,3427702037.2764077
20971520,0.047679248857142864,439845855.4335686
25165824,0.04810402844230767,523154189.2625892
31457280,0.07314342452173914,430076663.8380529
33554432,0.044772719848214286,749439214.6323513
41943040,0.11778922276744185,356085548.52943206
50331648,0.11607678127272725,433606509.8302794
62914560,0.14372247494285711,437750324.1926102
67108864,0.016244530827922092,4131166649.925597
83886080,0.1911373256296296,438878590.1637425
100663296,0.19612234773076923,513267851.24042827
125829120,0.3121776765882353,403068923.3617737
134217728,0.17529303599999999,765676327.2672168
167772160,0.48883393945454545,343208902.7762779
201326592,0.4683704243636363,429844801.30985564
251658240,0.6291683227500001,399985553.7863694
268435456,0.059778854095238115,4490475102.991028
335544320,0.8045220832857144,417072852.2822117
402653184,0.8217342320000001,490004150.14960694
503316480,1.31051406225,384060342.8061384
536870912,0.7204101785714286,745229492.821178
671088640,2.076781569333333,323138769.09810305
805306368,1.9910067359999999,404471945.49320704
1006632960,2.8206603120000002,356878478.3185193
1073741824,0.23508594509090905,4567443721.847251
1342177280,3.4062532914999997,394033316.12164116
1610612736,3.5195651665,457616966.81458503
2013265920,5.617248875,358407819.34377086
2147483648,3.063327459,701029738.6558307
2684354560,9.017553875,297681011.63687253
3221225472,8.490547542,379389604.27058876
4026531840,11.955146833,336803210.8886772
