size,duration,throughput
1,0.000000017279894659278058,57870723.15646739
2,0.000000017915684752290375,111634025.02627292
3,0.000000018281818802822194,164097458.37415722
4,0.00000001809153957104228,221097822.2330226
5,0.000000021814664023800063,229203621.68057868
6,0.00000001882458857201255,318732065.6197766
8,0.000000018589179214293952,430357893.0396499
10,0.00000005044583446539366,198232423.07271373
12,0.000000032062556405875747,374268347.41726625
15,0.00000008883045624675043,168861003.68924677
16,0.00000003427471861865208,466816377.9262334
20,0.00000010360468988946799,193041454.21734536
24,0.00000007523206934797205,319012891.816021
30,0.00000018672222892225464,160666462.54791158
32,0.00000008140825096789378,393080549.20158315
40,0.0000002358653750757601,169588266.1333906
48,0.00000017399503504707884,275869940.6969421
60,0.0000005195992350890039,115473611.09898938
64,0.00000020359753989015231,314345645.0138354
80,0.0000007635576225090496,104772708.23008756
96,0.00000042044512969478523,228329437.58841854
120,0.0000017634127435468316,68049865.48902816
128,0.0000006672121517392841,191843028.73730713
160,0.000002386740748532745,67037025.32349205
192,0.000001547027833501316,124108949.97632676
240,0.0000050760778476871514,47280598.76176897
256,0.0000021790204540036174,117483982.09371513
320,0.000003977108952042562,80460456.03946921
384,0.000003953510256545216,97128874.10985479
480,0.000006387860008796064,75142535.8945001
512,0.000004972044495804184,102975747.78988145
640,0.000008253272575579538,77544997.34974036
768,0.000008359295183179522,91873774.42363332
960,0.000013675619340020601,70197917.63219361
1024,0.000009567962757706611,107023827.94866222
1280,0.00001724854829241032,74209143.76679593
1536,0.000017453035293369634,88007614.38805562
1920,0.000028330866504981477,67770606.29834256
2048,0.000022271305026644365,91956892.40257214
2560,0.00003635474825862685,70417211.57820207
3072,0.000037476318397808754,81971765.94005083
3840,0.00006645091300303783,57787016.407501474
4096,0.00004346863120514948,94228870.02512217
5120,0.00009394989026681398,54497136.563538305
6144,0.00008020672301448757,76602057.39723617
7680,0.000150347166551403,51081774.11094904
8192,0.00011177951816414061,73287129.2929587
10240,0.0002092371494329853,48939684.122774184
12288,0.00019019382030507036,64607777.37305073
15360,0.00039801925750218787,38591097.56747277
16384,0.00024300385094284575,67422799.82984097
20480,0.0005255510790414143,38968619.44866474
24576,0.00046497121852333875,52854884.39058392
30720,0.0008706814161588023,35282710.104837045
32768,0.0007309208104078345,44831121.96753068
40960,0.0007246214026952637,56526069.81748998
49152,0.000745817790007456,65903496.34796003
61440,0.0009191873299632315,66841652.40012357
65536,0.0007801086829953207,84008807.2707596
81920,0.0010217771606048252,80174037.11735807
98304,0.0011712586713516053,83930221.73877224
122880,0.0014747393043350052,83323201.35416035
131072,0.0015772630337432974,83100914.17594981
163840,0.0019663010939834857,83323963.20244129
196608,0.00234321434442362,83905256.24251473
245760,0.003189672010841839,77048674.33537075
262144,0.0024287019057795066,107935848.10724777
327680,0.004195777486577184,78097563.81225868
393216,0.004930490880788182,79751896.82069567
491520,0.007724401865740728,63632111.39751672
524288,0.007482008852017926,70073159.54439129
655360,0.008515416316326522,76961592.44069898
786432,0.009898275413043481,79451416.25011535
983040,0.01380320591184573,71218237.72522064
1048576,0.009213992427255983,113802568.0266677
1310720,0.015351858141104294,85378589.87183924
1572864,0.019198867509578537,81924832.24415606
1966080,0.022554077306306302,87171821.45377626
2097152,0.036285477623188386,57795904.51524899
2621440,0.046286630798165126,56634927.94346824
3145728,0.057437547886363655,54767797.647344075
3932160,0.06969582583333334,56418873.770190276
4194304,0.03589436075714286,116851335.73984452
5242880,0.10089729344000002,51962543.50586472
6291456,0.12978531510256414,48475869.51596268
7864320,0.16362407932258066,48063341.48713953
8388608,0.25189245634999996,33302339.107544303
10485760,0.46661865900000005,22471797.468347702
12582912,0.6086962777777777,20671905.611017648
15728640,0.7043848855,22329610.307914536
16777216,0.13175363484210525,127337784.7989239
20971520,1.1554118248,18150688.395135768
25165824,1.2703769,19809730.482347403
31457280,1.2300903004000001,25573146.938700955
33554432,1.1796831084000001,28443597.912925746
41943040,1.6921618753333334,24786659.36835256
50331648,2.2590331530000003,22280172.3530084
62914560,3.020486667,20829279.164634697
67108864,0.5718479814444444,117354377.69752745
83886080,3.634896792,23077981.24684691
100663296,4.252438229,23671900.819984846
125829120,5.232464333,24047774.049107883
134217728,4.991808,26887598.240957987
167772160,7.02351025,23887223.628669154
201326592,7.987131375,25206370.416061927
251658240,10.417688292,24156821.834768716
268435456,2.1675832913333335,123840895.56017882
335544320,12.950112292,25910533.625819158
402653184,15.284174,26344451.71848999
503316480,20.1637345,24961471.29888067
536870912,21.551790834,24910733.225613676
671088640,26.729887208,25106302.72316112
805306368,36.311076792,22177980.9123541
1006632960,41.280105167,24385426.24655712
1073741824,10.211363166,105151663.54822798
1342177280,59.388060875,22600119.623791303
1610612736,61.833348792,26047638.81409543
2013265920,83.120052875,24221181.89731722
2147483648,99.641251792,21552154.447867114
2684354560,169.933956333,15796457.741146093
3221225472,238.20543725,13522888.096879493
