size,duration,throughput
1024,0.0000008461490645116204,1210188656.9963076
4096,0.0000030730447939557515,1332880017.9080558
16384,0.000014470705700878268,1132218451.4474375
65536,0.00005953726367554846,1100755996.398188
262144,0.0004203840362367558,623582194.8585205
1048576,0.001831503532039546,572521964.4170247
4194304,0.00792209449841771,529443823.32699186
16777216,0.04060393036290323,413191921.3251357
67108864,0.15265823233333334,439601998.36105794
268435456,0.6531059375,411013651.2118296
1073741824,3.1031534165,346016351.7184585
4294967296,120.685643417,35588054.83730804
