size,duration,throughput
1024,0.0000002663173214120339,3845037170.5853643
4096,0.0000010264393960985724,3990493754.983122
16384,0.0000041410058106671066,3956526686.776268
65536,0.000018749453983307584,3495355121.186245
262144,0.00008819431956326161,2972345626.0917645
1048576,0.0005647686729161951,1856646889.7533844
4194304,0.0014320662147766356,2928847812.1482673
16777216,0.004722806552407923,3552382638.125658
67108864,0.015499134842105267,4329845806.469835
268435456,0.05804994440229885,4624215557.205074
1073741824,0.23106010972727276,4647023777.783928
4294967296,0.9492723683333333,4524483635.335142
