size,duration,throughput
1024,0.0000002631775733376832,3890909042.945332
4096,0.0000010237666132131746,4000911874.9676466
16384,0.000004111125716570366,3985283138.8644724
65536,0.00001885533756698578,3475726688.3807163
262144,0.00008904513472360921,2943945234.2194705
1048576,0.0006125192443655094,1711907029.2823026
4194304,0.0016434428284587545,2552144758.1681204
16777216,0.00518598665181347,3235105897.184142
67108864,0.01679909661073825,3994790050.6211114
268435456,0.06351835387341771,4226108512.4301314
1073741824,0.2520264873,4260432447.014469
4294967296,1.0096032498,4254113976.803088
